,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Age_24,Age_25,Age_28,Age_31,Gender_0,Gender_1,Ethnicity_Bengali,Ethnicity_English,Ethnicity_Han Chinese
10,0.48,0.38,0.49658536585365853,0.19107010085989526,0.06178872106586649,0.002363507100010365,0.003762752475985247,0.017660797179805177,0.026059425526576394,0.02375584962225869,0.0088133463901428,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11,0.44,0.48,0.5175609756097561,0.1685928104997737,0.04717069830626951,0.054816138417720324,0.015880423294947637,0.042894512788353614,0.020907904130792885,0.03801981625371384,0.023554108969050323,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,0.47000000000000003,0.34,0.5295121951219512,0.041558236891446304,0.01398114208618454,0.0023051128541793494,0.006135306147659113,0.006791607826937833,0.011816984020586693,0.005583251565102317,0.006035564497132588,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13,0.48,0.3,0.4873170731707317,0.1862715781987457,0.02800115482379801,0.0016335790271226674,0.03793929007703937,0.020277626946617607,0.017150323818574325,0.04106550307893558,0.01829484191828432,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,0.47000000000000003,0.48,0.5168292682926829,0.1456104124911101,0.059795354325921445,0.018903677231645596,0.021174551322649653,0.040931890463244296,0.026907911403528974,0.03512641376975319,0.018961509572606772,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,0.5700000000000001,0.43,0.5107317073170732,0.059237004590418314,0.02687158033782915,0.005830665446226929,0.031958886193894497,0.011025264556816515,0.03860489527866095,0.020811685691211012,0.01340594578658635,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,0.5700000000000001,0.4,0.5351219512195122,0.1693504719725868,0.044180648196351945,0.005210226584272386,0.014017674544459891,0.02186641644789658,0.03975641182595373,0.024314225540216013,0.01222075884556866,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17,0.7000000000000001,0.4,0.5060975609756098,0.008296898234951833,0.004878100640435511,0.0080277489456189,0.010194137635563991,0.013361719705756185,0.02248366361656196,0.030659406426094635,0.026887447240662575,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18,0.74,0.44,0.4663414634146341,0.2600172948858861,0.0890313998451154,0.04912269944919628,0.03627262014239244,0.00943647505553754,0.048968544204296006,0.04588784055220333,0.01948002885930201,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19,0.67,0.53,0.5060975609756098,0.19081754703562423,0.03235333887267802,0.04364823890253855,0.03156672856221287,0.015043967412992748,0.03224125120151661,0.022639097786344056,0.010591126801669336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,0.7000000000000001,0.66,0.5302439024390244,0.021884293980733174,0.002386392215504207,0.003640881227563836,0.002762750515197089,0.001987856040717871,0.006907887161075346,0.00478122070112726,0.003642968359953126,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,0.5700000000000001,0.53,0.5104878048780488,0.20268757677636257,0.027868263707801672,0.002356207819281488,0.007743152437553799,0.025324370068327294,0.01078667974142999,0.009593405884977608,0.009035568941583617,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,0.53,0.51,0.5085365853658537,0.03979036012154911,0.09434704448496885,0.01992557653368837,0.046958915605716876,0.01410938535341688,0.023150331091310414,0.016040109665030288,0.007480011081497899,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23,0.41000000000000003,0.5,0.5290243902439025,0.15470235016486714,0.25182301694062725,0.17956084607422787,0.12941005766677977,0.02485707903853936,0.050786728226337244,0.047969059882771524,0.041554135635756495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,0.27,0.37,0.5090243902439024,0.15217681192215685,0.01570872659413691,0.002348908538552611,0.0027529465744050483,0.001735518884632387,0.004368490143624416,0.003999494415987013,0.0011244461102905335,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,0.29,0.5,0.5248780487804878,0.059237004590418314,0.06079203769589397,0.0394146560797899,0.0306843738909292,0.018315004621508285,0.04066550383697435,0.014923357829115651,0.015850393852435335,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,0.3,0.35000000000000003,0.5058536585365854,0.047366974849679964,0.04816738167624203,0.0025897848026055514,0.005429422410632178,0.015324342030865508,0.01357456190855989,0.00746142510732239,0.005435563608242383,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,0.37,0.21,0.4875609756097561,0.15975342665028772,0.05381525410608632,0.009268626669527985,0.0039098115878658584,0.0054645013023401,0.013938198712968138,0.011471579427197679,0.0072948256219638845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,0.3,0.41000000000000003,0.5148780487804878,0.12060758388827827,0.08770248868515204,0.1591228600333723,0.07490014686303306,0.02074491797640554,0.023574574029786702,0.03400966193383855,0.03155412082091973,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,0.26,0.43,0.5707317073170731,0.1845037014288485,0.022951292415937234,0.017005864242137583,0.008841193806262365,0.004455152677998163,0.007816979172095966,0.009238075755368405,0.001561483794790807,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,0.2,0.56,0.4948780487804878,0.2776960625848581,0.2235836547914058,0.054524167188565245,0.09137076739366155,0.06261419424540443,0.030423067179475367,0.044872611610462756,0.022961515498541477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,0.2,0.67,0.5009756097560976,0.49741788970065304,0.06145649327587565,0.03007157674682737,0.021370630138490467,0.007314973780300319,0.021513965471473297,0.011268533638849564,0.017702248447775477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,0.35000000000000003,0.48,0.46195121951219514,0.34336005689532556,0.10497833376467575,0.0449621094337364,0.018135329677117014,0.1747640413945086,0.10363527713366925,0.030507122084833548,0.013998539257095195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,0.48,0.48,0.4946341463414634,0.16101619577164286,0.010094076943291706,0.015691993710939725,0.00980198000388236,0.01205330482234997,0.031998826665244444,0.0104563504854571,0.013109649051331928,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,0.63,0.51,0.5007317073170732,0.1067171235533717,0.04251950924639774,0.05131248366785937,0.005380402706671974,0.02139912541810865,0.04296853693155992,0.011522340874284708,0.0054651932817678245,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,0.61,0.53,0.5,0.14763084308527832,0.07906456614539019,0.05226139016261338,0.04637067915819443,0.054950621356882313,0.022786694286902165,0.02538021592904362,0.02029484488125167,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,0.54,0.67,0.5453658536585366,0.2776960625848581,0.02776859537080442,0.0502905843658166,0.01195884697813133,0.041492639698989815,0.019392750779091854,0.04411118990415732,0.024739295910068012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,0.51,0.5,0.5097560975609756,0.12111269153682033,0.06876550465567413,0.008538698596640288,0.004909813548654017,0.007371048703874871,0.07393827144032901,0.024314225540216013,0.0051540817097506806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,0.5700000000000001,0.5,0.5214634146341464,0.012110460981444365,0.0021139654277117182,0.002108032274499671,0.004576479561724631,0.0037542161333162616,0.006301825820394933,0.004979190344766673,0.0016874099072739365,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,0.6900000000000001,0.56,0.5063414634146342,0.0022381319906898556,0.0050442145354309305,0.013064252648544014,0.017252975005833344,0.010931806350858927,0.015089715260260922,0.006243150377233694,0.016368913139130574,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,0.8,0.54,0.49829268292682927,0.06378297342729683,0.013881473749187287,0.01722484266400389,0.018625526716719052,0.01438975997128964,0.031574583726768156,0.014517266252419418,0.0077022336329387155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,0.67,0.51,0.5221951219512195,0.04913485161957717,0.02178849515096929,0.0003722633171727258,0.0025568677585642327,0.006165437847022001,0.0055442491445444175,0.006141627483059637,0.004694821770106326,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,0.6900000000000001,0.47000000000000003,0.5195121951219512,0.004533846253313506,0.00873194300432926,0.0015751847812916515,0.015586305071186414,0.022707540301514863,0.027392760476073304,0.008324369707801883,0.010220755882601308,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,0.77,0.34,0.5095121951219512,0.002841735630697614,0.011721993114246824,0.004421904265553673,0.012252965201892552,0.022614082095557278,0.03308973707846919,0.010862442062153331,0.007339270132252047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,0.66,0.43,0.5024390243902439,0.058731896941876256,0.010193745280288958,0.03189639692904662,0.031370649746372055,0.013361719705756185,0.011998802422790816,0.013146707181069636,0.007013343723472182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,0.7000000000000001,0.63,0.5251219512195122,0.038022483351651905,0.0049445461984336785,0.0027722668208274757,0.0032627514955911683,0.00213738917025001,0.002701821456753281,0.003578174405164673,0.0012355573860109422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,0.74,0.6900000000000001,0.5180487804878049,0.004634867783021917,0.0021804109857098864,0.0080277489456189,0.005507853936968505,0.007137403188980904,0.018665477170275356,0.006953810636452101,0.00685038051908225,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,0.6900000000000001,0.8,0.5058536585365854,0.08626026378741838,0.010957869197267892,0.022480324788795313,0.01578238388702723,0.004698144013487888,0.03139276532456403,0.015481733747072969,0.009776310779719674,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,0.9,0.63,0.5129268292682927,0.002056293237214715,0.001562467296326923,0.002421901345841381,0.008292173121908082,0.014857051001077573,0.023392755627582577,0.0035883266945820787,0.005391119097954219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,0.9,0.6,0.521219512195122,0.06479318872438095,0.0313566555027055,0.007151835258153662,0.019801999611763946,0.020277626946617607,0.016241231807553706,0.016598485582987606,0.007628159449125109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50,0.77,0.61,0.5217073170731708,0.0056703384625331355,0.00962895803730453,0.011166439659036,0.01274316224149459,0.008539276278344707,0.009332132523796999,0.02329899659847543,0.003317041951173261,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,0.81,0.5700000000000001,0.4902439024390244,0.002073972004913687,0.003017625016486804,0.009487605091394296,0.013821595728619076,0.017754255385762762,0.022847300420970208,0.013908128887375071,0.008961494757770012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,0.7000000000000001,0.5700000000000001,0.5026829268292683,0.023020786189952805,0.007934596308351242,0.003589786262461697,0.003184319969254842,0.0021467349908457687,0.013332137372287724,0.003811677061765006,0.002057780826341965,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,0.77,0.6,0.4951219512195122,0.14636807396392318,0.04916406504621455,0.05474314561043155,0.013429438096937444,0.03364215039855252,0.06121098328604035,0.014009651781549129,0.008591123838701984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,0.84,0.51,0.4919512195121951,0.03297140686623133,0.004778432303438258,0.0016554768693092983,0.004145106166874838,0.0022401931968033554,0.010423042937021742,0.0032888341567686077,0.0034800051555631934,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,0.75,0.43,0.5024390243902439,0.08499749466606324,0.03268556666266886,0.003940151737447792,0.018625526716719052,0.013174803293841011,0.020483661192316597,0.02893351722513565,0.010517052617855729,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56,0.77,0.48,0.5263414634146342,0.012337759423288292,0.009496066921308194,0.007881763331041361,0.018331408492957828,0.010464515321070995,0.03224125120151661,0.03817210059497493,0.00475408111715721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,0.84,0.43,0.5109756097560976,0.023980490722182713,0.0036488578174694013,0.002108032274499671,0.0013117672779750548,0.0013056111372274878,0.00981698159634133,0.006395434718494781,0.0023318553064523057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,0.9400000000000001,0.43,0.5060975609756098,0.030950976272063103,0.0018448609178191373,0.0008671545505905849,0.012449044017733368,0.006791607826937833,0.035332164038986716,0.010557873379631159,0.009183717309210828,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1.0,0.44,0.5180487804878049,0.017843432792396717,0.006572462369388797,0.0054438035675964495,0.00213529830450648,0.01784771359172035,0.010059406132613495,0.008273608260714854,0.010961497720737364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,1.0,0.41000000000000003,0.5090243902439024,0.01867686041249111,0.005708670115412612,0.011385418080902309,0.004792166259149528,0.0210252925942783,0.02581700099030423,0.03558326679353645,0.01170223955887342,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
61,1.0,0.47000000000000003,0.46195121951219514,0.014762276136290166,0.01241967147322759,0.012334324575656317,0.020978472506808836,0.024670162626624186,0.03581701311153104,0.01735990728929304,0.012294833029382266,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,0.75,0.53,0.4970731707317073,0.02261670007111916,0.026439684210841058,0.006078840991008747,0.043037339288900564,0.020277626946617607,0.013150318970083601,0.010253304697108985,0.009554088228278856,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
63,0.88,0.56,0.5165853658536586,0.00209670184909808,0.002343202602805398,0.004940153197303938,0.017743172045435383,0.00617478366761776,0.0549685514770321,0.018121328995598478,0.024517073358627194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,0.81,0.6,0.5107317073170732,0.050650174565203335,0.002183733263609795,0.0012394178677633107,0.002576475640148314,0.001174769648886866,0.0036957620554691584,0.0010654827743567382,0.00304296747106292,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65,0.88,0.51,0.5224390243902439,0.0009501074869076098,0.00577511567341078,0.002728471136454214,0.005498049996176463,0.007548619295194286,0.02908973222997846,0.008070562472366738,0.03422079143820954,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
66,1.0,0.5700000000000001,0.5102439024390244,0.007084639878450896,0.0006421963180522946,0.015254036867207107,0.0217627877701721,0.009529933261495127,0.02678669913539289,0.017156861500944927,0.012146684661755055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67,0.87,0.56,0.5265853658536586,0.059237004590418314,0.011987775346239496,0.004545992037944581,0.006429424371420337,0.012614054058095492,0.009574557060069164,0.02852742564843942,0.007776307816752321,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,0.9,0.56,0.5104878048780488,0.00377618478050042,0.0040807539444574934,0.004925554635846184,0.01529218684742519,0.020651459770447952,0.018423052634003192,0.003212691986138064,0.007998530368193138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,0.8,0.67,0.5336585365853659,0.00046520414430723477,0.003449521143474897,0.0080277489456189,0.0060960903844909506,0.012894428675968251,0.009210920255660917,0.004887819740010021,0.004502228892190951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,0.8300000000000001,0.6,0.5090243902439024,0.04534654425551174,0.0033498528064776446,0.00481606542491303,0.008449036174580734,0.008100022710344048,0.01751396062298257,0.010608634826718187,0.007776307816752321,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,0.77,0.63,0.5048780487804878,0.02289450927781729,0.008599051888332924,0.005874461130600191,0.002252945594010969,0.0033616916682943972,0.003913944138114106,0.002339595096241166,0.00369482028862265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72,0.8,0.53,0.501219512195122,0.0005030872179478891,0.010426304733282547,0.004327013616078272,0.004449028331428101,0.017473880767890002,0.03236246346965269,0.0049944187788927815,0.007287418203582524,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
73,0.75,0.51,0.5080487804878049,0.05696402017197905,0.012818344821216599,0.0062905201321461785,0.02460593059986392,0.025604744686200054,0.010120012266681536,0.01299442283980855,0.008442975471074771,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74,0.64,0.44,0.47829268292682925,0.02968820715070796,0.027170585348820907,0.009268626669527985,0.007301975101911965,0.011025264556816515,0.02060487346045268,0.006852287742278042,0.017035580793453024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
75,0.75,0.38,0.5351219512195122,0.017212048231719144,0.024213758017902428,0.004319714335349395,0.013919635136539482,0.010838348144901342,0.032907918676265066,0.018984273596077968,0.010294830066414913,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76,0.66,0.47000000000000003,0.5104878048780488,0.01966182032714812,0.01727019720709386,0.004721174775437629,0.015978462702868044,0.0058944090497449995,0.02121093480113309,0.01751219163055413,0.011257794455991786,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,0.6900000000000001,0.38,0.45195121951219513,0.06100488136031551,0.04517733156632447,0.009925561935126915,0.0306843738909292,0.020558001564490367,0.04115035290951868,0.011928432450980941,0.013776316705654379,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
78,0.77,0.48,0.504390243902439,0.04812463632249305,0.01192132978824133,0.009925561935126915,0.029605940403804713,0.006006558896894104,0.037029135792891875,0.013806605993201012,0.00710964016242987,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,0.81,0.5,0.5141463414634146,0.0012127634641494797,0.0064395712533924605,0.003042340207795924,0.006850993825478089,0.004567302525147267,0.024059423102331032,0.024517271328564127,0.016887432425825813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
80,0.87,0.44,0.47560975609756095,0.029435653326436932,0.01879844504105173,0.005436504286867572,0.014703950399902745,0.020371085152575193,0.03763519713357229,0.024517271328564127,0.013257797418959138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
81,0.77,0.44,0.48609756097560974,0.09964561647378291,0.02889816985677328,0.0013197099557809573,0.014409832176141522,0.003043933768038602,0.0064836442225990575,0.01187767100389391,0.005650378741301839,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
82,0.6900000000000001,0.4,0.5048780487804878,0.02589989978664253,0.0405261425064527,0.02116645425759746,0.019900039019684353,0.01438975997128964,0.03133215919049599,0.008882745625759202,0.017998545183029898,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
83,0.56,0.43,0.5207317073170732,0.08171429495053986,0.046506242726287825,0.014670094408896949,0.02588044290282922,0.009623391467452714,0.028544277023366087,0.03263910286248877,0.005842971619217214,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
84,0.5700000000000001,0.51,0.5631707317073171,0.0047106339303032265,0.004313313397451082,0.005626285585818374,0.015978462702868044,0.01205330482234997,0.025453364185895982,0.024009656857693837,0.009480014044465251,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
85,0.6,0.43,0.5026829268292683,0.07742087993793238,0.021057594012989442,0.0019693459406510084,0.0029490253902458635,0.0065112332090650725,0.005138188046288541,0.005532490118015289,0.0027614855725712185,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86,0.5700000000000001,0.38,0.49585365853658536,0.2011722538307364,0.009097393573319184,0.004217524405145117,0.002429416528267703,0.018315004621508285,0.00584121920147782,0.006141627483059637,0.0023911146535031905,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,0.6,0.4,0.5209756097560976,0.010494116506109782,0.018399771693062717,0.010655490008014612,0.010390216451404807,0.006343008438341417,0.013816986444832055,0.009644167332064637,0.01725780334489384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88,0.54,0.4,0.583170731707317,0.0088777720307752,0.009861517490298118,0.005940154657160084,0.012154925793972145,0.01438975997128964,0.016544262477893912,0.006953810636452101,0.011109646088364575,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89,0.6,0.43,0.4980487804878049,0.03701226805456779,0.005808338452409864,0.00138540348234085,0.0007568642291455474,0.0015953315756960067,0.00284727617851658,0.0009741121696000861,0.0013244464065872688,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
90,0.63,0.48,0.5278048780487805,0.059994666063231394,0.02800115482379801,0.018830684424356824,0.02215494540185373,0.02224024927172693,0.03630186218407538,0.00999949746167384,0.022146699476591813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
91,0.6900000000000001,0.48,0.5141463414634146,0.0012228656171203206,0.005841561231408948,0.006363512939434948,0.006811778062309926,0.004156086418933886,0.016786687014166076,0.01487259638202862,0.007628159449125109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,0.75,0.44,0.5007317073170732,0.002513415659145277,0.006605685148387881,0.0016481775885804214,0.010096098227643584,0.017286964355974828,0.016726080880098037,0.018831989254816883,0.00985038496353328,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
93,0.88,0.48,0.5124390243902439,0.0020764975431563975,0.003187061189382133,0.0027430696979119677,0.0029196135678697414,0.009202829540643572,0.014907896858056798,0.007715232342757535,0.005176303964894762,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
94,0.84,0.53,0.5131707317073171,0.03979036012154911,0.016506073290114928,0.019268641268089446,0.006752954417557682,0.004576648345743026,0.01454426005364855,0.006750764848103984,0.006139268354471636,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
95,0.87,0.5700000000000001,0.5119512195121951,0.0013163105321006012,0.0011571493925380974,0.006363512939434948,0.013723556320698667,0.011492555586604449,0.014362441651444426,0.009187314308281375,0.009628162412092462,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
96,0.7000000000000001,0.53,0.5102439024390244,0.11429373828150256,0.014080810423181793,0.0029182524354050155,0.0011941199884705656,0.0021747724526330445,0.003465458746010601,0.004298986953800484,0.0008725938853242746,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
97,0.67,0.5700000000000001,0.5029268292682927,0.0016724114243227518,0.004579095629443754,0.00452409419575795,0.007939231253394614,0.004679452372296371,0.018180628097731025,0.03446651495762181,0.012517055580823081,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,0.66,0.6,0.5246341463414634,0.047619528673950993,0.030924759375717405,0.04094750503285407,0.013429438096937444,0.017473880767890002,0.019089720108751644,0.01994874109073152,0.010739275169296547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99,0.6,0.61,0.4919512195121951,0.0031195448373957458,0.0063399029163952085,0.014743087216185719,0.01195884697813133,0.009623391467452714,0.011938196288722775,0.01609087111211732,0.023776331520491138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100,0.7000000000000001,0.8,0.5263414634146342,0.09004857115148382,0.009363175805311857,0.04065553380369899,0.03235104382557613,0.007529927654002769,0.03860489527866095,0.025583261717391736,0.030443008063715648,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
101,0.54,0.74,0.49048780487804877,0.12565866037369883,0.036871636816553456,0.0047722697405397675,0.011762768162290514,0.005688800996638309,0.009695769328205248,0.010710157720892245,0.0038503760746312217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,0.63,0.53,0.5097560975609756,0.08676537143596044,0.03421381449662673,0.00452409419575795,0.004498048035388305,0.019997252328744847,0.04199883878647126,0.02741067381252478,0.010442978434042124,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
103,0.5700000000000001,0.5,0.5129268292682927,0.08828069438158662,0.03454604228661757,0.018976670038934367,0.042351063433457715,0.023455205949175557,0.019029113974683605,0.04274063083280753,0.010517052617855729,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
104,0.51,0.4,0.5175609756097561,0.08954346350294176,0.010027631385293539,0.009122641054950446,0.003135300265294638,0.008455163892982879,0.008059403708368131,0.01096396495632739,0.0022577811226387003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
